lat,lon,ts,bike,childCheckBox,trailerCheckBox,pLoc,incident,i1,i2,i3,i4,i5,i6,i7,i8,i9,scary,desc,i10,region
48.37610345,10.88935247,1568823042910,1,0,0,0,4,0,0,0,1,0,0,0,0,0,1,,0,Augsburg
48.37046456,10.90107139,1570719733002,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,von Bus fast eingeklemmt vor der Haltestelle, aber er hat gewartet,0,Augsburg
48.37665778,10.89510319,1571844336406,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,,0,Augsburg
48.37543436,10.89568428,1571844311592,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,Augsburg
48.37708726,10.89432392,1571844351654,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,Augsburg
48.35552989,10.91577877,1570428815196,5,0,0,0,4,0,0,0,0,0,0,1,0,0,0,,0,Augsburg
48.34282372,10.93679804,1570429370373,5,0,0,0,7,0,0,1,0,0,0,0,0,0,0,,0,Augsburg
48.36302982,10.90762432,1570688864330,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,,0,Augsburg
48.37001602,10.89582161,1572692956701,1,0,0,5,7,0,0,0,1,0,0,0,0,0,1,Lieferwagen auf Radweg\n ausweichen auf Strasse, massiv bedrängt durch PKW,0,Augsburg
48.37180521,10.89172951,1572693071363,1,0,0,5,1,0,0,0,0,0,0,1,0,0,0,,0,Augsburg
48.36267861,10.90780414,1573321093460,5,0,0,0,7,0,0,1,0,0,0,0,0,0,0,,0,Augsburg
48.37187749,10.89174187,1573575365996,1,0,0,5,1,0,0,0,0,0,0,1,0,0,1,,0,Augsburg
48.37294858,10.89747735,1572791709115,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,,0,Augsburg
48.42048309,10.82696457,1573899425790,5,1,0,2,7,0,0,0,0,0,0,0,0,1,0,Baustelle auf Radweg,0,Augsburg
48.3773519,10.89384204,1568825939365,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,Strassenbahnschienen. Wechsel uberdiese,0,Augsburg
48.35883598,10.88441639,1576780514902,1,0,0,2,8,0,0,0,0,0,0,0,0,0,1,Hund springt mich an. ,0,Augsburg
48.3329137,10.8987207,1577429014881,1,0,0,2,4,0,0,0,1,0,0,0,0,0,0,Biegt auf Fuß-/Radweg ein,0,Augsburg
48.36996592,10.89460952,1577456241686,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,Ohne zu schauen rückwärts ausgeparkt,0,Augsburg
48.37012286,10.89609251,1576519746006,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,Pkw, steht teilweise auf Radweg um die Einfahrt in möglichen Parkplatz zu sichern,0,Augsburg
48.37291075,10.89318422,1576519610265,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,entgegen kommender Pkw, lässt nur 1m Platz,0,Augsburg
48.35929135,10.88435818,1576650228924,1,0,0,4,7,0,0,0,0,0,0,0,0,0,0,Hund ausweichen ,0,Augsburg
48.3360305,10.89858711,1576651124407,1,0,0,4,4,0,1,0,0,0,0,0,0,0,0,,0,Augsburg
48.33044439,10.89921465,1576600552512,1,0,0,2,8,0,0,0,0,0,0,1,0,0,0,Pkw hielt auf Fuß-/Fahrradüberweg,0,Augsburg
48.35394527,10.88944831,1576601745064,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,,0,Augsburg
48.34717947,10.88599212,1576687245425,1,0,0,2,8,0,0,0,0,0,0,1,0,0,0,Pkw fährt aus Einfahrt ,0,Augsburg
48.33659982,10.89926981,1576686784329,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,,0,Augsburg
48.35308857,10.89551741,1577450061079,1,0,0,2,7,0,0,0,0,1,0,0,0,0,0,Lkw auf Radweg ,0,Augsburg
48.37044982,10.90769446,1576953651644,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,,1,Augsburg
48.36839907,10.88677867,1576965162208,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,,0,Augsburg
48.37038142,10.90772025,1576964607049,1,0,0,2,7,0,0,0,0,0,0,1,0,0,0,Pkw auf Radweg ,0,Augsburg
48.37075914,10.90016107,1575389743871,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,es war am Fahrverhalten nicht nachvollziehbar, das sie mich nicht gesehen hätte. überholte mich 5m davor. Möglicherweise Parkverkehr,0,Augsburg
48.34400694,10.89996459,1576589212557,1,0,0,4,4,0,1,0,0,0,0,0,0,0,0,4 entgegen kommende Fahrradfahrer,0,Augsburg
48.33758341,10.89878749,1576737992376,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,,0,Augsburg
48.358198333333334,10.898901666666665,1579274578767,1,0,0,5,3,0,0,0,0,0,0,1,0,0,0,,0,Augsburg
48.34803169,10.88580393,1578638112541,1,0,0,2,3,0,0,0,0,0,0,1,0,0,0,,0,Augsburg
48.34384017,10.88698611,1579761208887,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,,0,Augsburg
48.32797174,10.8992278,1580367357291,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,,0,Augsburg
48.398970,10.823794,1579862690001,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,,0,Augsburg
48.3479096,10.88600366,1578588303425,1,0,0,2,8,0,0,0,0,0,0,1,0,0,0,Pkw biegt ab ohne zu schauen ,0,Augsburg
48.360174,10.889861,1579170955051,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,"Signal Grün anfordern und warten",0,Augsburg
48.390461,10.837743,1579171937008,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,,0,Augsburg
48.33613122,10.89855432,1580452719458,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,,0,Augsburg
48.365339,10.904362,1579703028001,1,0,0,0,7,0,0,1,0,0,0,0,1,0,0,,0,Augsburg
48.365582,10.905350,1579703061002,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,,0,Augsburg
48.365365,10.905573,1579703136002,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,,0,Augsburg
48.34226166666667,10.865191666666666,1580107140743,3,0,0,0,6,0,0,0,0,0,0,1,0,0,1,,0,Augsburg
48.36076333333334,10.875886666666668,1580106702385,3,0,0,0,8,0,1,0,0,0,0,0,0,0,0,Radfahrerin hat einen PKW auf dem Gehweg rechts überholt (PKW ist hinter zwei anderen Radfahrern gefahren). ,0,Augsburg
48.35100769,10.88606894,1579624477739,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,,0,Augsburg
48.35683046,10.88345539,1579502015731,1,0,0,2,8,0,0,0,0,0,0,1,0,0,0,Fahrer quert Vorfahrtstraße, achtet nicht auf Radfahrer, sieht mich erst im letzten Moment. ,0,Augsburg
48.352908,10.896592,1579705712001,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,"Einkauf",0,Augsburg
48.34183500000001,10.868611666666668,1580484933151,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,PKW hat mich mit geringer Geschwindigkeit in der Schlange vor der Ampel überholt und dabei beinahe seitlich angefahren, Unfall konnte nur durch Ausweichen verhindert werden.,0,Augsburg
48.324884999999995,10.896774999999998,1579587894668,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,Ein von Nord-Osten kommender SUV ist aus der Bgm-Ulrich-Straße links abgebogen. Dabei hätte mich beinahe angefahren. Er wollte noch schnell vor einem aus westen kommendem Fahrzeug die Kreuzung passieren. Durch meine umsichtige Fahrweise habe ich dies bereits gesehen und bin vor der grünen Ampel stehen geblieben. Der SUV-Fahrer hat als er mich bemerkte eine Gefahrenbremsung eingeleitet und wäre wohl kurz vor mir zum stehen gekommen.,0,Augsburg
